"date","close","volume","open","high","low"
IBM daily, yyyy/MM/dd
"2018/01/05","162.4900","5179851.0000","162.4400","162.9000","161.1010"
"2018/01/04","161.7000","7554257.0000","159.6500","162.3237","159.3700"
"2018/01/03","158.4900","9440508.0000","157.3400","159.8100","156.3300"
"2018/01/02","154.2500","4197812.0000","154.5000","154.8100","153.5400"
"2017/12/29","153.4200","3324662.0000","154.1700","154.7200","153.4150"
"2017/12/28","154.0400","2686841.0000","153.2000","154.1200","153.2000"
"2017/12/27","153.1300","2144620.0000","152.9500","153.1800","152.6100"
"2017/12/26","152.8300","2478972.0000","152.5100","153.8600","152.5000"
"2017/12/22","152.5000","2984926.0000","151.8200","153.0000","151.5000"
"2017/12/21","151.5000","4147873.0000","153.1700","153.4600","151.4900"
"2017/12/20","152.9500","3784577.0000","153.6500","153.8900","152.7800"
"2017/12/19","153.2300","4116248.0000","154.0500","154.1700","153.0900"
"2017/12/18","153.3300","5089588.0000","153.5900","154.1800","153.2100"
"2017/12/15","152.5000","11276390.0000","153.6100","153.8000","152.0300"
"2017/12/14","154.0000","4635905.0000","154.6000","155.1100","153.7000"
"2017/12/13","153.9100","5658524.0000","156.6000","156.7300","153.8900"
"2017/12/12","156.7400","6321525.0000","155.2000","157.8500","155.1600"
"2017/12/11","155.4100","4101417.0000","154.9700","155.8900","154.5700"
"2017/12/08","154.8100","3474743.0000","153.9400","155.0300","153.5500"
"2017/12/07","153.5700","3771139.0000","154.0300","154.4500","153.2600"
"2017/12/06","154.1000","3364424.0000","155.6900","156.2200","154.0900"
"2017/12/05","155.3500","5067941.0000","156.4500","156.7400","154.6800"
"2017/12/04","156.4600","4664064.0000","155.6700","156.8000","155.0700"
"2017/12/01","154.7600","5527305.0000","154.4000","155.0200","152.9125"
"2017/11/30","153.9700","6461885.0000","153.6500","154.4100","153.0800"
"2017/11/29","153.5500","5095366.0000","152.8100","153.6100","152.1700"
"2017/11/28","152.4700","3961716.0000","152.3500","152.9300","151.7000"
"2017/11/27","151.9800","3304050.0000","152.0600","152.4900","151.6200"
"2017/11/24","151.8400","1193025.0000","151.9500","152.2000","151.3300"
"2017/11/22","151.7700","3212788.0000","152.0000","152.3900","151.3300"
"2017/11/21","151.9500","3665087.0000","151.3000","152.4500","151.2000"
"2017/11/20","150.5100","5655753.0000","150.6400","151.9500","149.9000"
"2017/11/17","148.9700","4876732.0000","149.3400","150.1500","148.8300"
"2017/11/16","149.1200","5446079.0000","147.7300","149.6500","147.5000"
"2017/11/15","147.1000","4700553.0000","148.0000","148.7050","146.2110"
"2017/11/14","148.8900","3742498.0000","147.9500","148.9700","147.4900"
"2017/11/13","148.4000","5104982.0000","148.8800","149.0000","147.9200"
"2017/11/10","149.1600","4306433.0000","150.6500","150.8900","149.1400"
"2017/11/09","150.3000","4776316.0000","149.9300","151.8000","149.8600"
"2017/11/08","151.5700","4632718.0000","151.6000","151.7944","150.2800"
"2017/11/07","151.3500","3692491.0000","151.3700","151.5100","150.5000"
"2017/11/06","150.8400","4498535.0000","151.7700","151.8200","150.2800"
"2017/11/03","151.5800","4430810.0000","153.4200","153.4700","151.4900"
"2017/11/02","153.3500","3396982.0000","154.1800","154.4900","152.9100"
"2017/11/01","154.0300","3236863.0000","154.1000","154.9000","153.8300"
"2017/10/31","154.0600","4260973.0000","154.3300","154.9300","152.9300"
"2017/10/30","154.3600","4210002.0000","153.7600","154.5900","152.7100"
"2017/10/27","153.6800","4895137.0000","154.5400","154.6300","152.9110"
"2017/10/26","153.6000","4297634.0000","154.3100","155.1200","153.5400"
"2017/10/25","153.5000","6917768.0000","156.0100","156.3700","153.0600"
"2017/10/24","155.8800","8175300.0000","159.6500","159.7000","155.1710"
"2017/10/23","159.5500","5778231.0000","162.0500","162.5100","159.5400"
"2017/10/20","162.0700","7866470.0000","161.0700","162.4800","159.7700"
"2017/10/19","160.9000","9910695.0000","159.8000","160.9600","159.0850"
"2017/10/18","159.5300","30473410.0000","157.1200","161.2300","156.9500"
"2017/10/17","146.5400","6178625.0000","146.6300","147.1200","146.1800"
"2017/10/16","146.8300","3041919.0000","147.2200","147.6700","146.5100"
"2017/10/13","147.1000","2505942.0000","147.4800","147.8500","146.9400"
"2017/10/12","147.0300","3304653.0000","147.5600","147.8900","146.7700"
"2017/10/11","147.6200","3701258.0000","148.4000","148.4700","147.2800"
"2017/10/10","148.5000","4029617.0000","147.7100","148.9500","147.6500"
"2017/10/09","147.3900","2682506.0000","146.5000","147.7900","146.3500"
"2017/10/06","146.4800","2620902.0000","146.6400","146.8500","146.3200"
"2017/10/05","146.7200","2686485.0000","146.6800","147.5400","146.4800"
"2017/10/04","146.4800","2243214.0000","147.0000","147.0200","146.1100"
"2017/10/03","146.7800","2302599.0000","146.6900","147.1999","146.3400"
"2017/10/02","146.6600","2973073.0000","145.3500","146.8650","145.2100"
"2017/09/29","145.0800","2644598.0000","145.4500","145.6900","144.9200"
"2017/09/28","145.6600","2774541.0000","145.3300","145.8600","144.2100"
"2017/09/27","145.6600","3496366.0000","146.6800","146.9000","145.0300"
"2017/09/26","146.5600","4107436.0000","146.3600","147.4200","145.9400"
"2017/09/25","145.8700","5210283.0000","145.1200","146.0300","144.9100"
"2017/09/22","145.1300","2792199.0000","145.5900","145.5900","144.5900"
"2017/09/21","145.2600","2520055.0000","145.6500","145.8911","145.1000"
"2017/09/20","145.8800","5446399.0000","144.9300","145.8800","144.4200"
"2017/09/19","144.3900","3464383.0000","144.7900","144.9800","144.2200"
"2017/09/18","144.5500","3019313.0000","144.8100","145.4799","144.2700"
"2017/09/15","144.8200","7373777.0000","144.8200","145.1700","144.0800"
"2017/09/14","145.5400","3754007.0000","145.8600","146.3800","145.5100"
"2017/09/13","145.9900","4098201.0000","145.3500","146.2900","145.3400"
"2017/09/12","145.7600","5239033.0000","145.1100","146.3700","144.5100"
"2017/09/11","144.8600","4611086.0000","143.5400","145.1300","143.0100"
