date,close,volume,open,high,low
blue, ymd
2017/08/18,92.4500,497070.0000,92.8000,94.1000,90.7500
2017/08/17,93.2500,453134.0000,96.2000,97.4000,93.0500
2017/08/16,97.1000,337179.0000,97.3000,97.8000,95.6500
2017/08/15,97.0500,313313.0000,96.6000,98.5500,95.7000
2017/08/14,96.6000,427482.0000,95.0000,97.7000,95.0000
2017/08/11,93.9500,553360.0000,90.7000,94.1500,90.4500
2017/08/10,90.0500,670147.0000,95.8000,96.9500,89.9000
2017/08/09,97.0000,473327.0000,96.3500,98.8000,94.2500
2017/08/08,97.3500,445723.0000,98.6500,99.1760,96.3000
2017/08/07,98.6500,670148.0000,95.2000,99.0500,94.4000
2017/08/04,95.0500,599773.0000,93.8500,96.5500,92.9000
2017/08/03,93.4000,943424.0000,90.2000,93.4500,85.6500
2017/08/02,90.8500,711159.0000,89.0000,91.9950,87.4050
2017/08/01,89.1500,954766.0000,95.0000,95.0000,87.9300
2017/07/31,94.2500,423877.0000,96.8000,97.4000,93.8500
2017/07/28,96.7000,482188.0000,95.4500,97.6950,94.8000
2017/07/27,95.8500,736521.0000,100.6500,100.7950,95.2500
2017/07/26,99.5000,451362.0000,99.7500,101.2000,98.5000
2017/07/25,98.8000,868389.0000,100.7500,102.9000,98.3500
2017/07/24,99.8500,843041.0000,96.1500,100.4500,95.5000
2017/07/21,96.0500,426101.0000,96.4000,96.4694,94.2500
2017/07/20,95.8000,519347.0000,97.4500,98.2500,95.5500
2017/07/19,97.3000,601643.0000,94.4500,97.3000,93.9000
2017/07/18,93.8500,565772.0000,94.3500,95.4000,93.1500
2017/07/17,94.9000,682736.0000,95.8000,97.6500,94.2000
2017/07/14,95.8000,751493.0000,95.9000,98.5000,95.4500
2017/07/13,96.0000,766881.0000,96.6500,97.2590,93.6000
2017/07/12,95.7000,763319.0000,95.3500,96.5000,93.8348
2017/07/11,94.8500,910007.0000,94.1500,96.0000,93.5500
2017/07/10,94.0000,1790913.0000,99.5000,100.8000,93.1000
2017/07/07,99.8000,929669.0000,101.4500,101.7500,98.8000
2017/07/06,100.8000,1357148.0000,104.1500,105.0000,99.7500
2017/07/05,105.1500,1111137.0000,105.3000,107.7500,104.0500
2017/07/03,105.3000,713107.0000,105.5500,107.8450,104.9500
2017/06/30,105.0500,1167276.0000,106.6000,108.0000,104.9000
2017/06/29,108.2500,1049128.0000,109.2500,110.9500,106.0000
2017/06/28,109.1000,2908265.0000,105.1500,110.4000,102.5000
2017/06/27,106.9000,1298327.0000,108.5000,111.6500,106.7500
2017/06/26,111.1000,851789.0000,110.8500,113.8000,109.6000
2017/06/23,112.0000,3073533.0000,110.3500,113.3000,104.9000
2017/06/22,118.5000,1199479.0000,121.8500,123.7500,117.7500
2017/06/21,120.3000,1101566.0000,114.9000,120.3500,113.6500
2017/06/20,113.0000,1788861.0000,114.0500,120.9500,112.6500
2017/06/19,112.6500,788810.0000,109.9500,113.2500,108.8000
2017/06/16,108.7500,1555990.0000,110.1000,111.2000,107.3000
2017/06/15,110.4000,846348.0000,110.1500,112.4500,107.7320
2017/06/14,112.0500,702505.0000,112.6000,114.6314,110.7750
2017/06/13,112.6000,924933.0000,110.0000,112.7500,106.7550
2017/06/12,109.8000,1609326.0000,111.7000,111.9000,102.7000
2017/06/09,111.9000,2133230.0000,110.0000,116.9000,107.3000
2017/06/08,111.0000,1701801.0000,110.5000,111.0500,104.6000
2017/06/07,109.1500,2659916.0000,100.0500,109.4500,98.5000
2017/06/06,98.2000,3629978.0000,93.4500,104.9000,93.4500
2017/06/05,91.3000,2311186.0000,90.0000,93.4820,87.6000
2017/06/02,84.1500,908156.0000,82.6500,84.1500,80.2000
2017/06/01,79.2000,957095.0000,76.0000,80.7500,74.4500
2017/05/31,75.3500,856586.0000,78.7500,78.7500,74.6250
2017/05/30,78.0500,560651.0000,78.5500,79.3500,77.6000
2017/05/26,78.7000,583501.0000,79.7500,81.5000,78.2000
2017/05/25,79.8000,511850.0000,80.0000,80.6500,78.6000
2017/05/24,79.7500,469222.0000,80.3500,80.3500,77.3500
2017/05/23,80.3500,878384.0000,78.9000,80.5500,75.6900
2017/05/22,78.9500,1030031.0000,82.6000,83.4000,77.3000
2017/05/19,82.4500,1144541.0000,88.2500,88.9000,81.1500
2017/05/18,88.4500,789548.0000,86.0500,91.1500,85.8000
2017/05/17,86.1000,581413.0000,87.1000,88.0000,85.5500
2017/05/16,88.6000,552225.0000,88.6000,89.7750,87.8500
2017/05/15,88.5500,625206.0000,88.0500,89.6500,87.1500
2017/05/12,87.5000,880915.0000,87.1000,87.8500,86.5000
2017/05/11,87.1500,571997.0000,89.9500,89.9500,86.8000
2017/05/10,90.4500,390131.0000,88.9500,91.4000,87.8500
2017/05/09,88.9500,609279.0000,89.1000,90.5000,88.1000
2017/05/08,88.8000,556564.0000,89.7000,91.8000,86.6750
2017/05/05,90.3000,550122.0000,93.1000,93.5000,88.2500
2017/05/04,93.2000,926205.0000,88.2500,94.0000,88.2500
2017/05/03,87.2500,285694.0000,88.1000,88.6500,86.8000
2017/05/02,88.1500,455936.0000,90.9500,91.4500,87.3000
2017/05/01,90.6000,280121.0000,89.1000,90.6500,87.0500
2017/04/28,88.9500,274374.0000,89.8000,90.1500,87.8300
2017/04/27,89.0500,504002.0000,89.6000,91.7000,88.6500
2017/04/26,88.6500,399576.0000,87.7500,89.5500,86.3500
2017/04/25,87.7500,502016.0000,86.6000,89.1500,86.4500
2017/04/24,85.6500,586228.0000,83.9000,85.8000,83.9000
2017/04/21,82.4000,453834.0000,82.8500,83.4026,81.7000
2017/04/20,83.0000,988743.0000,84.3500,84.9000,79.3500
2017/04/19,83.9500,648840.0000,84.9500,87.1000,83.7000
2017/04/18,83.6000,1009841.0000,88.0000,88.7500,83.4500
2017/04/17,88.2500,413784.0000,86.3000,89.1000,85.4000
2017/04/13,86.2000,583087.0000,84.0500,87.2000,83.6000
2017/04/12,84.1500,402480.0000,85.0500,86.4000,84.1000
2017/04/11,85.1500,500799.0000,86.5500,87.5000,83.8000
2017/04/10,86.4000,479150.0000,87.5500,90.2000,86.2000
2017/04/07,87.4000,554809.0000,84.5500,87.5000,83.9500
2017/04/06,84.9000,573966.0000,84.5500,85.8500,83.3000
2017/04/05,84.3000,633802.0000,88.2000,89.3500,83.2500
2017/04/04,87.8000,389899.0000,88.3000,89.5500,86.7000
2017/04/03,88.5500,596659.0000,91.0500,91.5500,88.3000
2017/03/31,90.9000,403896.0000,91.7000,92.6500,90.6000
2017/03/30,91.7000,502459.0000,90.9000,92.1000,89.8000
2017/03/29,91.1000,578755.0000,91.6500,95.0000,91.0500
2017/03/28,91.2000,583621.0000,94.0000,94.9000,90.0000
2017/03/27,94.0500,909402.0000,86.3000,94.3500,85.2000
2017/03/24,88.1000,518468.0000,87.5000,89.6000,86.5000
2017/03/23,86.9500,861922.0000,86.5500,91.2500,86.5000
2017/03/22,86.3000,707010.0000,84.0500,88.7500,83.1050
2017/03/21,84.0500,959415.0000,92.2000,93.5000,84.0000
2017/03/20,91.5000,650973.0000,92.4000,93.2000,89.3450
2017/03/17,92.4000,1070813.0000,92.1500,96.2500,91.1500
2017/03/16,92.7500,1220815.0000,98.0000,100.4000,92.4500
2017/03/15,97.8500,1264614.0000,92.6500,98.7500,92.4050
2017/03/14,92.0000,671760.0000,89.8500,92.7335,88.5000
2017/03/13,90.5000,593828.0000,88.5500,90.9100,87.7800
2017/03/10,88.5500,585888.0000,87.3500,88.9500,85.8262
2017/03/09,86.8000,679009.0000,84.7500,88.2000,84.7000
2017/03/08,84.5000,915445.0000,82.7500,88.1000,82.5000
2017/03/07,82.3000,774955.0000,82.9000,84.7000,81.0000
2017/03/06,83.5000,757893.0000,84.8000,85.6000,82.3000
2017/03/03,84.9500,810212.0000,87.3500,88.6950,84.2000
2017/03/02,87.0000,1168047.0000,93.9500,94.7500,86.2500
2017/03/01,92.8000,1080468.0000,89.1500,92.9500,88.5500
2017/02/28,87.6500,1064994.0000,88.0500,89.8000,86.1500
2017/02/27,87.8500,1647776.0000,82.1000,88.7500,82.1000
2017/02/24,82.0000,779103.0000,77.3500,82.7500,76.7000
2017/02/23,78.3000,1185278.0000,74.9000,79.7000,74.4000
2017/02/22,74.0000,542353.0000,76.0500,76.8500,73.9500
2017/02/21,76.2500,666455.0000,77.6500,78.7000,74.9500
2017/02/17,77.1000,668939.0000,76.4000,77.5500,75.1000
2017/02/16,76.5500,1085384.0000,79.4500,80.5000,75.2000
2017/02/15,79.2500,617783.0000,80.0500,81.2500,78.0500
2017/02/14,79.3000,821880.0000,76.1500,80.2000,75.8000
2017/02/13,76.4500,407284.0000,76.1500,76.9500,74.5000
2017/02/10,75.7000,560868.0000,75.7000,77.8500,75.4000
2017/02/09,75.7500,542282.0000,73.5000,75.7500,73.5000
2017/02/08,73.6000,584277.0000,73.3500,74.6000,71.2500
2017/02/07,73.7000,991045.0000,77.6000,78.1000,72.8000
2017/02/06,77.9000,819349.0000,76.5000,78.5500,75.4000
2017/02/03,78.6500,497510.0000,77.0000,78.8000,75.1500
2017/02/02,76.7000,595541.0000,74.6500,76.9500,74.1000
2017/02/01,75.6000,784130.0000,74.6500,76.3000,73.1500
2017/01/31,74.5000,1105097.0000,67.9500,75.2500,67.1000
2017/01/30,68.6000,554772.0000,70.4000,70.6500,67.4000
2017/01/27,71.1000,493991.0000,68.5500,71.1000,68.3500
2017/01/26,68.4500,360386.0000,67.9000,69.4500,67.3500
2017/01/25,67.8000,454255.0000,68.1000,68.7500,66.6500
2017/01/24,67.6000,559992.0000,65.4500,67.9500,64.6500
2017/01/23,65.3500,571792.0000,65.0000,66.1500,64.1500
2017/01/20,65.4000,573509.0000,66.4500,67.0000,64.6000
2017/01/19,66.4500,487233.0000,67.2500,67.6500,65.6000
2017/01/18,67.6000,427147.0000,65.3500,67.8000,64.6500
2017/01/17,65.0000,613701.0000,65.7000,66.5000,63.9000
2017/01/13,66.7500,723888.0000,66.2500,68.5000,65.9500
2017/01/12,66.2000,548719.0000,64.3500,67.4000,63.1000
2017/01/11,65.0500,914943.0000,68.2500,68.6750,64.1500
2017/01/10,68.2500,657278.0000,69.2500,69.4500,66.2500
2017/01/09,68.8000,646355.0000,69.2000,69.5000,66.7000
2017/01/06,68.2000,657211.0000,67.7000,69.9000,67.7000
2017/01/05,67.5000,620271.0000,67.0500,68.5000,66.5000
2017/01/04,67.6500,1052503.0000,62.1500,68.1000,62.1500
2017/01/03,61.8500,852976.0000,62.4500,64.4000,60.9500
2016/12/30,61.7000,620083.0000,62.2000,63.0000,61.3000
2016/12/29,62.1000,507189.0000,63.0000,63.5000,61.4000
2016/12/28,62.7000,526615.0000,64.8500,65.3000,62.3000
2016/12/27,64.8500,517026.0000,64.7000,66.6000,64.5500
2016/12/23,64.6500,579627.0000,62.6500,65.3189,62.6500
2016/12/22,62.5000,539640.0000,64.2000,65.1000,62.2000
2016/12/21,64.2500,752088.0000,67.1000,67.1000,63.8000
2016/12/20,67.1000,766208.0000,67.2500,68.8500,65.9000
2016/12/19,67.0500,1423324.0000,71.0500,72.3500,66.1000
2016/12/16,71.2000,2014791.0000,71.2500,73.8000,71.1500
2016/12/15,71.2500,1018554.0000,69.2500,71.3000,69.0000
2016/12/14,69.0000,975878.0000,68.6000,70.6000,67.6471
2016/12/13,68.5500,844532.0000,70.6500,71.1000,68.3500
2016/12/12,70.0000,840083.0000,69.0000,70.6500,67.6000
2016/12/09,69.5000,1129519.0000,72.4500,73.8000,69.4000
2016/12/08,71.8000,1791007.0000,70.6500,72.1500,67.5500
2016/12/07,70.5000,4679710.0000,75.3000,75.4500,70.0000
2016/12/06,78.9500,2266437.0000,72.0000,79.7000,71.3075
2016/12/05,72.1500,1335438.0000,70.7000,72.9500,70.0500
2016/12/02,69.7500,1454771.0000,68.4000,71.7000,67.5000
2016/12/01,68.6500,6726465.0000,74.5000,76.7500,66.4000
2016/11/30,60.3500,1883544.0000,64.5000,67.0500,60.3000
2016/11/29,64.4000,2297230.0000,60.8500,67.3000,60.7000
2016/11/28,60.6500,998740.0000,63.3000,63.7000,60.1897
2016/11/25,63.9500,505529.0000,62.8000,64.1000,61.0000
2016/11/23,62.5000,991930.0000,58.0000,62.5500,56.8000
2016/11/22,60.9500,1230299.0000,62.9500,64.4000,60.3000
2016/11/21,62.5000,865119.0000,62.1000,63.5500,61.4500
2016/11/18,62.0000,927519.0000,62.1500,63.1687,61.1000
2016/11/17,61.6500,1047089.0000,59.6500,63.7500,58.5050
2016/11/16,59.6250,1027418.0000,63.2500,64.8500,59.6000
2016/11/15,63.6000,945556.0000,62.2000,64.0000,60.2000
2016/11/14,62.6500,1523761.0000,57.1500,62.7500,55.6500
2016/11/11,56.8500,1091258.0000,53.6000,57.0500,53.5000
2016/11/10,54.7500,1665094.0000,54.0000,56.8000,51.5500
2016/11/09,52.6000,2179303.0000,48.5000,53.8000,48.2000
2016/11/08,46.1000,1083703.0000,44.2000,47.2500,44.0662
2016/11/07,44.9000,1171440.0000,43.9000,45.8000,43.0500
2016/11/04,42.5500,1083900.0000,41.4500,42.8000,41.2500
2016/11/03,41.3000,7006366.0000,45.0500,46.0500,37.0500
2016/11/02,46.4000,882294.0000,48.1000,48.7000,46.3500
2016/11/01,48.4000,714718.0000,47.9500,49.3500,46.9500
2016/10/31,47.7500,799620.0000,49.7000,49.9000,47.6500
2016/10/28,49.7500,1131414.0000,48.4000,50.6500,46.8000
2016/10/27,49.1000,1344236.0000,52.0000,52.4000,48.7500
2016/10/26,51.4500,872624.0000,52.5000,53.2500,50.5000
2016/10/25,52.3500,699880.0000,52.3000,53.3200,51.7000
2016/10/24,52.1500,867672.0000,53.8500,54.3500,51.4000
2016/10/21,53.6000,680167.0000,54.4000,55.3000,53.3100
2016/10/20,54.6500,1071291.0000,52.2000,54.7500,52.0000
2016/10/19,52.7500,1156517.0000,54.6000,54.9000,52.4500
2016/10/18,54.9000,1196325.0000,56.6000,57.2500,54.5000
2016/10/17,55.5000,1521162.0000,56.9000,57.8000,54.2500
2016/10/14,56.5700,4140196.0000,62.5200,63.8700,56.5300
2016/10/13,65.2400,1578814.0000,64.3000,66.8400,63.2589
2016/10/12,65.5500,1673185.0000,69.8500,71.3800,65.3700
2016/10/11,70.0300,1681408.0000,73.3000,74.7100,68.7400
2016/10/10,73.5900,1301854.0000,70.3900,73.9300,69.7150
2016/10/07,69.6700,940725.0000,70.4400,71.8300,68.7110
2016/10/06,70.0000,1405894.0000,71.7100,72.5600,68.6900
2016/10/05,73.1200,1120463.0000,69.9200,73.9500,69.6100
2016/10/04,69.5500,1282408.0000,67.8700,71.1200,67.8000
2016/10/03,67.9200,1117405.0000,67.2300,68.8200,66.4800
2016/09/30,67.7800,1149652.0000,67.0500,68.8500,65.6800
2016/09/29,66.4100,1494643.0000,69.0000,69.7800,65.5300
2016/09/28,69.1100,1706464.0000,72.6900,72.9200,68.4010
2016/09/27,72.9700,1379513.0000,71.8400,74.6200,70.5400
2016/09/26,71.2700,935701.0000,70.8800,71.7800,70.1400
2016/09/23,71.6800,1192076.0000,73.0200,74.2600,70.9326
2016/09/22,73.3000,1498441.0000,74.7700,74.8800,71.6800
2016/09/21,73.8100,1506594.0000,74.6800,74.9000,69.8400
2016/09/20,73.7700,1455685.0000,71.9100,74.7400,71.8400
2016/09/19,70.9500,1782979.0000,71.0000,74.9500,70.4500
2016/09/16,71.4700,2504571.0000,69.3500,72.1100,68.2000
2016/09/15,70.0400,4192963.0000,65.8100,71.6100,65.1800
2016/09/14,62.8900,1529633.0000,59.5500,63.2900,59.2095
2016/09/13,58.2800,990495.0000,57.7800,59.2500,57.2400
2016/09/12,58.8100,1464235.0000,52.9500,58.8100,52.7600
2016/09/09,53.4300,1122904.0000,56.3000,57.0000,53.3300
2016/09/08,57.5100,2364609.0000,55.5200,58.7400,55.0100
2016/09/07,52.8100,673815.0000,50.8700,52.9099,50.8700
2016/09/06,50.6500,732063.0000,49.3000,51.0000,48.9500
2016/09/02,49.0500,468750.0000,49.6500,50.8500,48.2700
2016/09/01,49.3300,595771.0000,49.5000,50.1899,48.6700
2016/08/31,49.3400,1019245.0000,50.6000,51.9750,48.5326
2016/08/30,50.8700,817831.0000,51.8000,53.4300,50.6500
2016/08/29,51.8500,694713.0000,51.4000,52.5300,50.0600
2016/08/26,51.2300,899764.0000,50.1700,51.9000,50.0000
2016/08/25,49.9700,1235131.0000,50.9700,53.3200,48.5400
2016/08/24,50.2600,1673940.0000,54.7900,57.0000,49.9500
2016/08/23,54.9100,837357.0000,55.0000,55.5500,54.3300
2016/08/22,54.7100,772198.0000,54.2100,55.2099,53.2800
2016/08/19,53.7300,1256912.0000,56.6800,56.6800,53.2800
2016/08/18,56.7000,750699.0000,56.2000,57.7100,55.8500
2016/08/17,55.4300,630974.0000,57.4400,57.5300,55.3200
2016/08/16,57.5400,745075.0000,57.5400,58.7200,56.5100
2016/08/15,57.8000,843393.0000,57.2400,59.2599,56.7700
2016/08/12,56.8000,531229.0000,55.4900,57.0600,54.9500
2016/08/11,55.4800,539192.0000,54.1900,55.5500,52.8100
2016/08/10,53.5200,716759.0000,56.2400,56.2400,53.2700
2016/08/09,56.2100,536426.0000,55.7900,56.7120,55.3000
2016/08/08,55.4600,885348.0000,58.0300,58.4400,54.9300
2016/08/05,57.8000,1276070.0000,54.0000,58.2600,54.0000
2016/08/04,53.8100,1811933.0000,58.0000,60.4699,53.3400
2016/08/03,59.4100,1104420.0000,55.1100,59.6300,54.5008
2016/08/02,55.4100,866788.0000,56.0300,56.6700,53.2700
2016/08/01,56.3000,976769.0000,57.8700,58.4980,55.2500
2016/07/29,57.1800,737302.0000,55.8100,57.9700,55.4400
2016/07/28,56.0900,1047232.0000,55.9900,57.5600,54.5000
2016/07/27,56.1200,1387121.0000,50.5800,56.3100,50.3400
2016/07/26,50.4500,756984.0000,48.6700,50.4700,48.0800
2016/07/25,49.1800,527776.0000,49.1500,49.2700,47.9300
2016/07/22,49.3100,575841.0000,48.8200,49.6400,47.8200
2016/07/21,48.8800,1158075.0000,49.5000,51.2200,48.1300
